studyid,arm,treatment,classcode,class,n,mean_change,sd_change,data_type,country,duration_weeks,mean_age,pct_female,baseline_scale,baseline_mean,baseline_sd,rob_sequence,rob_allocation,rob_blind_pp,rob_blind_outcome,rob_attrition,rob_reporting,rob_other,rob_score_sequence,rob_score_allocation,rob_score_blind_pp,rob_score_blind_out,rob_score_attrition,rob_high_any
Forest Laboratories 2000,1,1,1,Placebo,125,-11.2,10.35,CFB,US,8,42,52,MADRS,28.6,4.77,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Forest Laboratories 2000,2,40,27,SSRIs,119,-13,9.79,CFB,US,8,42,52,MADRS,28.6,4.77,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Forest Laboratories 2000,3,41,27,SSRIs,124,-12.9,10.03,CFB,US,8,42,52,MADRS,28.6,4.77,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Forest Laboratories 2010,1,1,1,Placebo,215,-8.5,8.8,CFB,US,8,41.2,66,HAMD,29,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,Low risk,High risk,1,1,0,1,1,0
Forest Laboratories 2010,2,41,27,SSRIs,319,-11.5,8.93,CFB,US,8,41.2,66,HAMD,29,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,Low risk,High risk,1,1,0,1,1,0
Forest Laboratories 2010,3,41,27,SSRIs,318,-11.6,10.7,CFB,US,8,41.2,66,HAMD,29,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,Low risk,High risk,1,1,0,1,1,0
Forest Research Institute 2003,1,1,1,Placebo,151,-10,10.57,CFB,US,8,39,61,HAMD,30.04,3.87,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Forest Research Institute 2003,2,41,27,SSRIs,143,-13.3,10.62,CFB,US,8,39,61,HAMD,30.04,3.87,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Forest Research Institute 2004a,1,41,27,SSRIs,96,-19.4,9.01,CFB,US,8,37,65,MADRS,30.3,4.74,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Forest Research Institute 2004a,2,42,27,SSRIs,98,-19,10.39,CFB,US,8,37,65,MADRS,30.3,4.74,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Forest Research Institute 2005,1,1,1,Placebo,132,-12.4,10.34,CFB,US,8,40,56,MADRS,30.4,4.61,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Forest Research Institute 2005,2,41,27,SSRIs,131,-15.8,10.3,CFB,US,8,40,56,MADRS,30.4,4.61,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Forest Research Institute 2005,3,44,27,SSRIs,135,-16.7,10.46,CFB,US,8,40,56,MADRS,30.4,4.61,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Forlenza 2001,1,44,27,SSRIs,27,-15.85,11.89,CFB,Brazil,8,68.5,69,MADRS,29,5.03,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Forlenza 2001,2,48,28,TCAs,28,-15.03,10.46,CFB,Brazil,8,68.5,69,MADRS,29,5.03,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Freed 1999,1,43,27,SSRIs,149,-17.7,9.050928129203104,BF,Australia,9,48,65,MADRS,31.53,6.32,Low risk,Low risk,Low risk,Unclear risk,Low risk,High risk,High risk,0,0,0,1,0,0
Freed 1999,2,45,28,TCAs,157,-15.080000000000002,9.43473900009958,BF,Australia,9,48,65,MADRS,31.53,6.32,Low risk,Low risk,Low risk,Unclear risk,Low risk,High risk,High risk,0,0,0,1,0,0
Fu 2003,1,42,27,SSRIs,30,-20.900000000000002,6.199193495931548,BF,China,8,31.2,73,HAMD,30.58,4.9,Unclear risk,Unclear risk,High risk,Unclear risk,Unclear risk,High risk,Unclear risk,1,1,2,1,1,1
Fu 2003,2,59,32,Acupuncture,32,-23.9,6.392964883369843,BF,China,8,31.2,73,HAMD,30.58,4.9,Unclear risk,Unclear risk,High risk,Unclear risk,Unclear risk,High risk,Unclear risk,1,1,2,1,1,1
Fudge 1990,1,7,7,Trazodone,15,-17.1,4.439594576084623,BF,US,6,NA,NA,HAMD,23.39,2.86,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Fudge 1990,2,42,27,SSRIs,17,-14.799999999999999,7.977468270071652,BF,US,6,NA,NA,HAMD,23.39,2.86,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
GSK_29060/103,1,43,27,SSRIs,45,-17.8,10.73,CFB,UK,8,75.3,74,MADRS,31.23,5.82,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,Low risk,High risk,1,1,0,1,1,0
GSK_29060/103,2,49,28,TCAs,36,-17.1,9.6,CFB,UK,8,75.3,74,MADRS,31.23,5.82,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,Low risk,High risk,1,1,0,1,1,0
Gagiano 1993,1,42,27,SSRIs,45,-13.516735515678999,5,BIN,South Africa,6,38.7,80,HAMD,24.75,4.83,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Gagiano 1993,2,43,27,SSRIs,45,-14.524418306688649,4.7,BIN,South Africa,6,38.7,80,HAMD,24.75,4.83,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Gater 2010,1,32,21,Peer support group,39,-5,4.58257569495584,BF,UK,12,41.7,100,HAMD,19.13,5.93,High risk,Unclear risk,High risk,Low risk,Low risk,High risk,Unclear risk,2,1,2,0,0,1
Gater 2010,2,53,30,Any AD,42,-1,6.950539547402058,BF,UK,12,41.7,100,HAMD,19.13,5.93,High risk,Unclear risk,High risk,Low risk,Low risk,High risk,Unclear risk,2,1,2,0,0,1
Gater 2010,3,85,44,Peer support group + AD,42,-5.699999999999999,5.502726596879041,BF,UK,12,41.7,100,HAMD,19.13,5.93,High risk,Unclear risk,High risk,Low risk,Low risk,High risk,Unclear risk,2,1,2,0,0,1
Gentil 2000,1,45,28,TCAs,59,-14.365887335044206,3.2,BIN,Brazil,8,38.5,81,HAMD,24.21,3.1,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Gentil 2000,2,52,29,SNRIs,57,-14.015070642716278,3,BIN,Brazil,8,38.5,81,HAMD,24.21,3.1,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Georgotas 1982,1,1,1,Placebo,18,-11.200000000000003,8.826618831693139,BF,US,4,38,33,HAMD,28.55,5.56,High risk,Unclear risk,Low risk,Unclear risk,Unclear risk,High risk,High risk,2,1,0,1,1,1
Georgotas 1982,2,45,28,TCAs,15,-20,7.253805897596103,BF,US,4,38,33,HAMD,28.55,5.56,High risk,Unclear risk,Low risk,Unclear risk,Unclear risk,High risk,High risk,2,1,0,1,1,1
Gerber 2020,1,60,33,Exercise individual,14,-10.5,11.4564392373896,BF,Switzerland,6,38.1,52,BDI,26.4,8.6,Low risk,Unclear risk,Unclear risk,Unclear risk,Unclear risk,High risk,Low risk,0,1,1,1,1,0
Gerber 2020,2,61,33,Exercise individual,11,-10.899999999999999,8.214621111165139,BF,Switzerland,6,38.1,52,BDI,26.4,8.6,Low risk,Unclear risk,Unclear risk,Unclear risk,Unclear risk,High risk,Low risk,0,1,1,1,1,0
Godlewska 2012,1,1,1,Placebo,21,-3.3000000000000007,4.403407771260799,BF,UK,1,31.6,55,HAMD,23.75,5.09,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,High risk,Unclear risk,1,1,0,1,1,0
Godlewska 2012,2,41,27,SSRIs,21,-4.399999999999999,6.990708118638626,BF,UK,1,31.6,55,HAMD,23.75,5.09,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,High risk,Unclear risk,1,1,0,1,1,0
Golden 2002_448,1,1,1,Placebo,101,-9.9,8.04,CFB,US,12,39,NA,HAMD,23.23,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0
Golden 2002_448,2,43,27,SSRIs,102,-12.7,8.08,CFB,US,12,39,NA,HAMD,23.23,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0
Golden 2002_448,3,43,27,SSRIs,104,-11.1,8.26,CFB,US,12,39,NA,HAMD,23.23,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0
Golden 2002_449,1,1,1,Placebo,110,-10.2,8.18,CFB,US,12,41.2,NA,HAMD,23.67,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0
Golden 2002_449,2,43,27,SSRIs,108,-13.3,8.21,CFB,US,12,41.2,NA,HAMD,23.67,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0
Golden 2002_449,3,43,27,SSRIs,110,-12.1,8.18,CFB,US,12,41.2,NA,HAMD,23.67,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0
Goldstein 2002,1,1,1,Placebo,70,-45.01,6.386706041854399,BF,US,8,41.4,64,HAMD,18.63,4.49,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Goldstein 2002,2,42,27,SSRIs,33,-43.55,5.9662081992515805,BF,US,8,41.4,64,HAMD,18.63,4.49,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Goldstein 2002,3,51,29,SNRIs,70,-46.53,5.796133226681948,BF,US,8,41.4,64,HAMD,18.63,4.49,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Goldstein 2004,1,1,1,Placebo,89,-6.14720239134599,5.08,BIN,US,8,40.3,63,HAMD,17.63,4.97,Low risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,0,1,0,1,0,0
Goldstein 2004,2,43,27,SSRIs,87,-7.630987473996317,5.19,BIN,US,8,40.3,63,HAMD,17.63,4.97,Low risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,0,1,0,1,0,0
Goldstein 2004,3,51,29,SNRIs,91,-8.994182731150115,4.66,BIN,US,8,40.3,63,HAMD,17.63,4.97,Low risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,0,1,0,1,0,0
Gual 2003,1,1,1,Placebo,39,-8.852950143030453,8,BIN,Spain,24,46.7,47,MADRS,22.56,7.39,Unclear risk,Low risk,Low risk,Unclear risk,Low risk,High risk,Unclear risk,1,0,0,1,0,0
Gual 2003,2,44,27,SSRIs,44,-10.164945081501168,6.9,BIN,Spain,24,46.7,47,MADRS,22.56,7.39,Unclear risk,Low risk,Low risk,Unclear risk,Low risk,High risk,Unclear risk,1,0,0,1,0,0
Guelfi 1995,1,1,1,Placebo,47,-4.8,11,CFB,France,4,56,85,HAMD,28.51,4.01,Unclear risk,Unclear risk,Low risk,Unclear risk,High risk,High risk,High risk,1,1,0,1,2,1
Guelfi 1995,2,52,29,SNRIs,46,-14.2,9.6,CFB,France,4,56,85,HAMD,28.51,4.01,Unclear risk,Unclear risk,Low risk,Unclear risk,High risk,High risk,High risk,1,1,0,1,2,1
Guelfi 2001,1,6,6,Mirtazapine,78,-89.30000000000001,6.575853903457053,BF,"France, Belgium, Denmark, & Netherlands",8,45.2,66,MADRS,34.35,5.49,Unclear risk,Low risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,0,0,1,0,0
Guelfi 2001,2,52,29,SNRIs,79,-85.7,6.835320779985285,BF,"France, Belgium, Denmark, & Netherlands",8,45.2,66,MADRS,34.35,5.49,Unclear risk,Low risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,0,0,1,0,0
Hamamci 2006,1,3,3,No treatment,11,-6.690000000000001,8.961004407989096,BF,Turkey,12,NA,NA,BDI,28.55,7.89,Unclear risk,Unclear risk,High risk,Unclear risk,Unclear risk,High risk,Unclear risk,1,1,2,1,1,1
Hamamci 2006,2,14,10,Cognitive and cognitive behavioural therapies group,10,-16.8,7.7338024283013596,BF,Turkey,12,NA,NA,BDI,28.55,7.89,Unclear risk,Unclear risk,High risk,Unclear risk,Unclear risk,High risk,Unclear risk,1,1,2,1,1,1
Hamdan-Mansour 2009,1,3,3,No treatment,36,-3.1000000000000014,8.815327560561775,BF,Jordan,10,NA,45,BDI,24.24,9.44,Low risk,Low risk,High risk,Unclear risk,Low risk,Unclear risk,Low risk,0,0,2,1,0,1
Hamdan-Mansour 2009,2,19,15,Psychoeducation group,44,-13.3,7.769813382572326,BF,Jordan,10,NA,45,BDI,24.24,9.44,Low risk,Low risk,High risk,Unclear risk,Low risk,Unclear risk,Low risk,0,0,2,1,0,1
Hao 2014,1,43,27,SSRIs,132,-12,7.1,CFB,China,6,38.5,59,HAMD,23.7,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Hao 2014,2,51,29,SNRIs,127,-13.8,6.6,CFB,China,6,38.5,59,HAMD,23.7,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Hashemi 2012,1,42,27,SSRIs,48,-16.96,4.96,CFB,Iran,26,34.8,53,BDI,32.98,6.33,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,High risk,Unclear risk,1,1,0,1,1,0
Hashemi 2012,2,50,28,TCAs,49,-13.14,4.68,CFB,Iran,26,34.8,53,BDI,32.98,6.33,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,High risk,Unclear risk,1,1,0,1,1,0
Hatcher 2018,1,3,3,No treatment,22,-7.1,7.5,CFB,New Zealand,12,42.6,54,PHQ-9,17.5,5.4,Unclear risk,Low risk,High risk,Unclear risk,Unclear risk,Low risk,Unclear risk,1,0,2,1,1,1
Hatcher 2018,2,25,17,Self-help with support,22,-9.4,6.7,CFB,New Zealand,12,42.6,54,PHQ-9,17.5,5.4,Unclear risk,Low risk,High risk,Unclear risk,Unclear risk,Low risk,Unclear risk,1,0,2,1,1,1
Heller 2009,1,42,27,SSRIs,14,-14.03,4.268172911211541,BF,US,26,31.9,55,HAMD,20.69,2.39,Unclear risk,Unclear risk,Low risk,Low risk,Low risk,Low risk,High risk,1,1,0,0,0,0
Heller 2009,2,52,29,SNRIs,15,-15.07,3.1800471694614845,BF,US,26,31.9,55,HAMD,20.69,2.39,Unclear risk,Unclear risk,Low risk,Low risk,Low risk,Low risk,High risk,1,1,0,0,0,0
Hemat-Far 2012,1,3,3,No treatment,10,-1,4.803123983409132,BF,Iran,8,NA,100,BDI,24.4,4.91,Unclear risk,Unclear risk,High risk,Unclear risk,Low risk,Unclear risk,Unclear risk,1,1,2,1,0,1
Hemat-Far 2012,2,60,33,Exercise individual,10,-8.399999999999999,6.255397669213365,BF,Iran,8,NA,100,BDI,24.4,4.91,Unclear risk,Unclear risk,High risk,Unclear risk,Low risk,Unclear risk,Unclear risk,1,1,2,1,0,1
Hermens 2007,1,3,3,No treatment,96,-56.9,10.513314520148212,BF,Netherlands,13,46,73,MADRS,23.91,10.53,Low risk,Low risk,High risk,Unclear risk,Low risk,High risk,Low risk,0,0,2,1,0,1
Hermens 2007,2,43,27,SSRIs,85,-57.599999999999994,10.278161045120235,BF,Netherlands,13,46,73,MADRS,23.91,10.53,Low risk,Low risk,High risk,Unclear risk,Low risk,High risk,Low risk,0,0,2,1,0,1
Hersen 1984,1,36,24,Interpersonal psychotherapy (IPT) individual + placebo,22,-12.59,6.72995542332934,BF,US,12,NA,100,HAMD,23.08,5.99,Unclear risk,Unclear risk,High risk,Low risk,High risk,Unclear risk,Low risk,1,1,2,0,2,1
Hersen 1984,2,45,28,TCAs,14,-17.29,7.384517587493446,BF,US,12,NA,100,HAMD,23.08,5.99,Unclear risk,Unclear risk,High risk,Low risk,High risk,Unclear risk,Low risk,1,1,2,0,2,1
Hewett 2009,1,1,1,Placebo,197,-14.744105728311698,4.77,BIN,NR,8,42.2,70,MADRS,30.21,4.71,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Hewett 2009,2,52,29,SNRIs,187,-16.68812021374118,4.65,BIN,NR,8,42.2,70,MADRS,30.21,4.71,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Hewett 2010,1,1,1,Placebo,186,-13.2,10.64,CFB,NR,8,44.3,68,MADRS,30.35,5.16,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Hewett 2010,2,52,29,SNRIs,193,-17,10.56,CFB,NR,8,44.3,68,MADRS,30.35,5.16,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Hieronymus 2016_PZ/109,1,1,1,Placebo,103,-7.9,6.954135460285484,BF,US,8,NA,63,HAMD,21.75,3.4,Unclear risk,Unclear risk,Unclear risk,Unclear risk,Low risk,High risk,High risk,1,1,1,1,0,0
Hieronymus 2016_PZ/109,2,44,27,SSRIs,104,-8.7,6.7734776887504395,BF,US,8,NA,63,HAMD,21.75,3.4,Unclear risk,Unclear risk,Unclear risk,Unclear risk,Low risk,High risk,High risk,1,1,1,1,0,0
Hieronymus 2016_PZ/111,1,42,27,SSRIs,108,-10.999999999999998,6.161168720299744,BF,US,8,NA,69,HAMD,24.23,2.18,Unclear risk,Unclear risk,Unclear risk,Unclear risk,Low risk,High risk,High risk,1,1,1,1,0,0
Hieronymus 2016_PZ/111,2,44,27,SSRIs,106,-11.3,6.173329733620261,BF,US,8,NA,69,HAMD,24.23,2.18,Unclear risk,Unclear risk,Unclear risk,Unclear risk,Low risk,High risk,High risk,1,1,1,1,0,0
Higuchi 2009,1,1,1,Placebo,145,-8.3,5.8,CFB,Japan,6,38.4,NA,HAMD,20.4,NA,Low risk,Low risk,Low risk,Unclear risk,Low risk,Low risk,High risk,0,0,0,1,0,0
Higuchi 2009,2,43,27,SSRIs,148,-9.4,6.9,CFB,Japan,6,38.4,NA,HAMD,20.4,NA,Low risk,Low risk,Low risk,Unclear risk,Low risk,Low risk,High risk,0,0,0,1,0,0
Higuchi 2009,3,51,29,SNRIs,74,-10,6.4,CFB,Japan,6,38.4,NA,HAMD,20.4,NA,Low risk,Low risk,Low risk,Unclear risk,Low risk,Low risk,High risk,0,0,0,1,0,0
Higuchi 2011,1,1,1,Placebo,171,-10.4,8.11,CFB,Japan & Korea,8,36.4,55,HAMD,22.66,2.67,Unclear risk,Unclear risk,Low risk,Low risk,Low risk,Low risk,High risk,1,1,0,0,0,0
Higuchi 2011,2,43,27,SSRIs,158,-12.8,7.67,CFB,Japan & Korea,8,36.4,55,HAMD,22.66,2.67,Unclear risk,Unclear risk,Low risk,Low risk,Low risk,Low risk,High risk,1,1,0,0,0,0
Higuchi 2011,3,43,27,SSRIs,83,-12.5,7.11,CFB,Japan & Korea,8,36.4,55,HAMD,22.66,2.67,Unclear risk,Unclear risk,Low risk,Low risk,Low risk,Low risk,High risk,1,1,0,0,0,0
Higuchi 2016,1,1,1,Placebo,182,-12.41,10.12,CFB,Japan,8,38.4,NA,MADRS,32.9,4.78,Unclear risk,Unclear risk,Low risk,Low risk,Low risk,Low risk,High risk,1,1,0,0,0,0
Higuchi 2016,2,52,29,SNRIs,172,-15.3,10.1,CFB,Japan,8,38.4,NA,MADRS,32.9,4.78,Unclear risk,Unclear risk,Low risk,Low risk,Low risk,Low risk,High risk,1,1,0,0,0,0
Higuchi 2016,3,52,29,SNRIs,176,-15.05,10.08,CFB,Japan,8,38.4,NA,MADRS,32.9,4.78,Unclear risk,Unclear risk,Low risk,Low risk,Low risk,Low risk,High risk,1,1,0,0,0,0
Hojatifar 2017,1,3,3,No treatment,15,-3,4.5379841339519915,BF,Iran,8,NA,100,BDI-II,44.74,8.99,Unclear risk,Unclear risk,High risk,Unclear risk,Unclear risk,High risk,Unclear risk,1,1,2,1,1,1
Hojatifar 2017,2,31,20,Mindfulness or meditation group,15,-36.8,10.643927846429627,BF,Iran,8,NA,100,BDI-II,44.74,8.99,Unclear risk,Unclear risk,High risk,Unclear risk,Unclear risk,High risk,Unclear risk,1,1,2,1,1,1
Hollon 1992,1,10,9,Cognitive and cognitive behavioural therapies individual,25,-10.8,8.688498144098322,BF,US,12,32.6,80,HAMD,23.85,4.85,Unclear risk,Unclear risk,High risk,Low risk,Low risk,Unclear risk,High risk,1,1,2,0,0,1
Hollon 1992,2,48,28,TCAs,57,-9.600000000000001,8.660254037844387,BF,US,12,32.6,80,HAMD,23.85,4.85,Unclear risk,Unclear risk,High risk,Low risk,Low risk,Unclear risk,High risk,1,1,2,0,0,1
Hollon 1992,3,71,38,Cognitive and cognitive behavioural therapies individual + AD,25,-13.2,8.662563131083086,BF,US,12,32.6,80,HAMD,23.85,4.85,Unclear risk,Unclear risk,High risk,Low risk,Low risk,Unclear risk,High risk,1,1,2,0,0,1
Hong 2003,1,6,6,Mirtazapine,66,-11.937761277913982,5.1,BIN,Taiwan,6,47.2,63,HAMD,23.7,5.1,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Hong 2003,2,42,27,SSRIs,66,-11.556236469528573,5.2,BIN,Taiwan,6,47.2,63,HAMD,23.7,5.1,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Hopko 2003,1,68,37,Behavioural therapies individual + AD,10,-16,11.37673063757774,BF,US,2,30.5,36,BDI,36.3,11.24,Unclear risk,Unclear risk,High risk,Unclear risk,Low risk,Unclear risk,Unclear risk,1,1,2,1,0,1
Hopko 2003,2,79,41,Counselling individual + AD,15,-6.900000000000002,15.516442891333051,BF,US,2,30.5,36,BDI,36.3,11.24,Unclear risk,Unclear risk,High risk,Unclear risk,Low risk,Unclear risk,Unclear risk,1,1,2,1,0,1
Hoyberg 1996,1,6,6,Mirtazapine,56,-15.3,10.135580891098446,BF,Norway & UK,6,70.5,83,MADRS,31.46,6.68,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Hoyberg 1996,2,45,28,TCAs,59,-17.3,8.28673639015988,BF,Norway & UK,6,70.5,83,MADRS,31.46,6.68,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Hsu 2011,1,40,27,SSRIs,21,-25.8,8.674675786448736,BF,China,6,40.7,60,MADRS,37.400000000000006,5.21,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,Low risk,1,1,0,1,0,0
Hsu 2011,2,44,27,SSRIs,21,-21.500000000000004,9.814784765851975,BF,China,6,40.7,60,MADRS,37.400000000000006,5.21,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,Low risk,1,1,0,1,0,0
Hunter 2011,1,1,1,Placebo,11,-8.64,7.141897506965498,BF,US,8,40.4,65,HAMD,22,4.09,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Hunter 2011,2,42,27,SSRIs,12,-9.670000000000002,7.145984886633892,BF,US,8,40.4,65,HAMD,22,4.09,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Husain 2014,1,14,10,Cognitive and cognitive behavioural therapies group,33,-10.368159706717856,4.1,BIN,Pakistan,12,31.3,100,HAMD,20.5,3.94,Low risk,Low risk,High risk,Low risk,Low risk,Low risk,Unclear risk,0,0,2,0,0,1
Husain 2014,2,42,27,SSRIs,33,-11.306892422740844,3.7,BIN,Pakistan,12,31.3,100,HAMD,20.5,3.94,Low risk,Low risk,High risk,Low risk,Low risk,Low risk,Unclear risk,0,0,2,0,0,1
Hwang 2004,1,43,27,SSRIs,53,-21.405528119660467,5.9,BIN,Taiwan,4,65.1,58,HAMD,27.1,5.83,Unclear risk,Unclear risk,High risk,High risk,Low risk,High risk,Low risk,1,1,2,2,0,1
Hwang 2004,2,52,29,SNRIs,52,-18.914039494975498,5.8,BIN,Taiwan,4,65.1,58,HAMD,27.1,5.83,Unclear risk,Unclear risk,High risk,High risk,Low risk,High risk,Low risk,1,1,2,2,0,1
Jacobson 1996,1,8,8,Behavioural therapies individual,56,-20.200000000000003,7.336893075410054,BF,US,NA,38,75,BDI,29.44,6.58,High risk,Unclear risk,High risk,Unclear risk,Low risk,Unclear risk,Low risk,2,1,2,1,0,1
Jacobson 1996,2,10,9,Cognitive and cognitive behavioural therapies individual,43,-18.5,8.28673639015988,BF,US,NA,38,75,BDI,29.44,6.58,High risk,Unclear risk,High risk,Unclear risk,Low risk,Unclear risk,Low risk,2,1,2,1,0,1
Jacobson 1996,3,10,9,Cognitive and cognitive behavioural therapies individual,50,-19.700000000000003,8.448076704197234,BF,US,NA,38,75,BDI,29.44,6.58,High risk,Unclear risk,High risk,Unclear risk,Low risk,Unclear risk,Low risk,2,1,2,1,0,1
Jamison 1995,1,4,4,Waitlist,39,-0.6000000000000014,4.1581245772583575,BF,US,4,38,84,HAMD,19.8,4.16,High risk,Unclear risk,High risk,Unclear risk,Low risk,Unclear risk,Unclear risk,2,1,2,1,0,1
Jamison 1995,2,20,16,Self-help,33,-10.6,5.0408332644514235,BF,US,4,38,84,HAMD,19.8,4.16,High risk,Unclear risk,High risk,Unclear risk,Low risk,Unclear risk,Unclear risk,2,1,2,1,0,1
Janakiramaiah 2000,1,48,28,TCAs,15,-16.4,7.061869440877536,BF,India,4,39.7,37,HAMD,23.9,6.13,Unclear risk,Unclear risk,High risk,Unclear risk,Unclear risk,High risk,Unclear risk,1,1,2,1,1,1
Janakiramaiah 2000,2,65,35,Yoga group,15,-16.8,7.765951326141569,BF,India,4,39.7,37,HAMD,23.9,6.13,Unclear risk,Unclear risk,High risk,Unclear risk,Unclear risk,High risk,Unclear risk,1,1,2,1,1,1
Jefferson 2000,1,1,1,Placebo,101,-12.1,11.05,CFB,US,6,39.9,NA,MADRS,31.38,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0
Jefferson 2000,2,40,27,SSRIs,104,-15,10.2,CFB,US,6,39.9,NA,MADRS,31.38,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0
Jefferson 2000,3,40,27,SSRIs,95,-15.3,10.72,CFB,US,6,39.9,NA,MADRS,31.38,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0
Jefferson 2000,4,43,27,SSRIs,97,-13.8,10.83,CFB,US,6,39.9,NA,MADRS,31.38,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0
