studyid,data_type,country,duration_weeks,mean_age,pct_female,baseline_scale,baseline_mean,baseline_sd,rob_sequence,rob_allocation,rob_blind_pp,rob_blind_outcome,rob_attrition,rob_reporting,rob_other,rob_score_sequence,rob_score_allocation,rob_score_blind_pp,rob_score_blind_out,rob_score_attrition,rob_high_any,full_reference
Schatzberg 2002,BIN,US,8,71.9,52,HAMD,22.3,3.49,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0,"Schatzberg AF, Kremer C, Rodrigues HE, Murphy JG, Jr., The Mirtazapine Vs Paroxetine Study Group. Double-blind, randomized comparison of mirtazapine and paroxetine in elderly depressed patients. American Journal of Geriatric Psychiatry 10(5):541-50, 2002"
Schmidt 1983,BF,US,8,42,84,BDI,24.62,6.89,Unclear risk,Unclear risk,High risk,Unclear risk,Low risk,Unclear risk,Unclear risk,1,1,2,1,0,1,"Schmidt MM, Miller WR. Amount of therapist contact and outcome in a multidimensional depression treatment program. Acta Psychiatrica Scandinavica 1983;67(5):319-332."
Schweizer 1991,BF,US,6,45.7,37,MADRS,31,4.44,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0,"Schweizer E, Weise C, Clary C, Fox I, Rickels K. Placebo-controlled trial of venlafaxine for the treatment of major depression. Journal of Clinical Psychopharmacology 1991;11(4):233-236."
Schweizer 1994,CFB,US,6,42,67,MADRS,30.09,5.65,High risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,2,1,0,1,0,1,"Schweizer, E., Feighner, J., Mandos, L. A., & Rickels, K. (1994). Comparison of venlafaxine and imipramine in the acute treatment of major depression in outpatients. Journal of Clinical Psychiatry, 55, 104-108."
Schweizer 1998,BF,US,8,NA,NA,HAMD,24,4.09,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0,"Schweizer, E., Rickels, K., Hassman, H., & Garcia-Espana, F. (1998). Buspirone and imipramine for the treatment of major depression in the elderly. Journal of Clinical Psychiatry, 59, 175-183."
Scott 1992,BF,UK,16,30.3,73,HAMD,18.75,5.77,High risk,Low risk,High risk,High risk,Low risk,Unclear risk,Low risk,2,0,2,2,0,1,"Scott AIF, Freeman CPL. Edinburgh primary care depression study: treatment outcome, patient satisfaction and cost after 16 weeks. Br Med J 1992;304:883-887."
Sechter 1999,BF,France,24,43,66,HAMD,24.7,3.27,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,Unclear risk,1,1,0,1,0,0,"Sechter D, Troy S, Paternetti S, Boyer P. A double-blind comparison of sertraline and fluoxetine in the treatment of major depressive episode in outpatients. Eur Psychiatry. 1999 Mar;14(1):41-8."
Serrano-Blanco 2006,BF,Spain,24,43.5,73,MADRS,22.43,9.3,Low risk,Low risk,High risk,Low risk,Low risk,High risk,Low risk,0,0,2,0,0,1,"Serrano-Blanco, A., Gabarron, E., Garcia-Bayo, I., Soler-Vila, M., Carames, E., Penarrubia-Maria, M. T., . . . grp, D. (2006). Effectiveness and cost-effectiveness of antidepressant treatment in primary health care: A six-month randomised study comparing fluoxetine to imipramine. Journal of Affective Disorders, 91(2-3), 153-163."
Sharma 2005,BF,India,8,31.8,37,HAMD,20.369999999999997,4.2,Unclear risk,Unclear risk,High risk,Unclear risk,Unclear risk,High risk,Unclear risk,1,1,2,1,1,1,"Sharma, V. K., Das, S., Mondal, S., Goswami, U., & Gandhi, A. (2005). Effect of Sahaj Yoga on depressive disorders. Indian journal of physiology and pharmacology, 49(4), 462."
Sheehan 2009a,CFB,US & Canada,8,43.9,64,HAMD,22.8,4.31,Low risk,Low risk,Low risk,Low risk,Low risk,Low risk,High risk,0,0,0,0,0,0,"Sheehan, D. V., et al. (2009) Extended-release trazodone in major depressive disorder: A randomized, double-blind, placebo-controlled study [NCT00775203]. Psychiatry 6, 20-33"
Sheehan 2009b,BF,US,6,39.8,61,HAMD,29.6,3.87,High risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,2,1,0,1,0,1,"Sheehan, D. V., et al. (2009) Placebo-controlled inpatient comparison of venlafaxine and fluoxetine for the treatment of major depression with melancholic features. International clinical psychopharmacology 24, 61-86 DOI: 10.1097/YIC.0b013e32831980f2"
Shelton 2006,BF,US,8,39.3,53,HAMD,22.3,2.9,High risk,Unclear risk,Low risk,High risk,Low risk,Low risk,High risk,2,1,0,2,0,1,"Shelton RC, Haman KL, Rapaport MH, Kiev A, Smith WT, Hirschfeld RM, Lydiard RB, Zajecka JM, Dunner DL. A randomized, double-blind, active-control study of sertraline versus venlafaxine XR in major depressive disorder. J Clin Psychiatry. 2006 Nov;67(11):1674-81."
Silverstone 1994,CFB,UK,6,NA,NA,HAMD,24.89,5.01,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,Unclear risk,1,1,0,1,0,0,"Silverstone, T., bou-Saleh, M. T., Pathak, R., Lock, T., Bennie, E., Mohammed, Y. et al. (1994). A multicentre comparative trial of moclobemide, imipramine and placebo in major depressive disorder. UK moclobemide study group. International Clinical Psychopharmacology, 9, 109-113."
Singh 2005,BF,Australia,8,69.3,55,HAMD,19.07,4.55,High risk,Low risk,High risk,Low risk,Low risk,Unclear risk,Unclear risk,2,0,2,0,0,1,"Singh NA, Stavrinos TM, Scarbek Y, Galambos G, Liber C, Singh MA. A randomized controlled trial of high versus low intensity weight training versus general practitioner care for clinical depression in older adults. The Journals of Gerontology Series A: Biological Sciences and Medical Sciences. 2005 Jun 1;60(6):768-76."
Sir 2005,CFB,Australia & Turkey,8,37,69,HAMD,23.45,4.39,Low risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,0,1,0,1,0,0,"Sir A, D'Souza RF, Uguz S, George T, Vahip S, Hopwood M, Martin AJ, Lam W, Burt T. Randomized trial of sertraline versus venlafaxine XR in major depression: efficacy and discontinuation symptoms. J Clin Psychiatry. 2005 Oct;66(10):1312-20."
Smeraldi 1998b,BF,Italy,6,71.3,75,MADRS,31.27,4.94,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0,"Smeraldi E, Rizzo F, Crespi G. Double-blind, randomised study of venlafaxine, clomipramine and trazodone in geriatric patients with major depression. Primary Care Psychiatry 1998;4:189-195."
Sneed 2014,BF,US,12,64.6,58,HAMD,22.99,5.17,Low risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,0,1,0,1,0,0,"Sneed JR, Reinlieb ME, Rutherford BR, Miyazaki M, Fitzsimons L, Turret N, Pelton GH, Devanand DP, Sackeim HA, Roose SP. Antidepressant treatment of melancholia in older adults. The American Journal of Geriatric Psychiatry. 2014 Jan 31;22(1):46-52."
Solati 2016,BF,Iran,8,NA,100,BDI-II,42.05,4.36,Unclear risk,Unclear risk,Unclear risk,Unclear risk,Unclear risk,High risk,Unclear risk,1,1,1,1,1,0,"Solati, K. (2016). Effectiveness of cognitive-behavior group therapy, psycho-education family, and drug therapy in reducing and preventing recurrence of symptoms in patients with major depressive disorder. Group, 2(40.84), 3-55."
Spring 1992,CFB,US,4,34.9,68,HAMD,24.96,3.85,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,High risk,High risk,1,1,0,1,1,0,"Spring, C., Gelenberg, A. J., Garvin, R., & Thompson, S. (1992). Amitryptyline, clovoxamine and cognitive function: A placebo-controlled comparison in depressed outpatients. Psychopharmacology, 108, 327-332."
Sramek 1995,CFB,US,9,NA,NA,HAMD,27.85,4.1,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0,"Sramek JJ, Kashkin K, Jasinsky O, Kardatzke D, Kennedy S, Cutler NR. Placebo-controlled study of ABT-200 versus fluoxetine in the treatment of major depressive disorder. Depression 1995;3(4):199-203."
Staner 1995,BF,Belgium,5,42.1,83,HAMD,25.05,5.07,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0,"Staner L, Kerkhofs M, Detroux D, Leyman S, Linkowski P, Mendlewicz J. Acute, subchronic and withdrawal sleep EEG changes during treatment with paroxetine and amitriptyline: a double-blind randomized trial in major depression. Sleep 1995 Jul;18(6):470-7."
Stark 1985,CFB,US,6,41,68,HAMD,27.93,5.66,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0,"Stark P, Hardison CD. A review of multicenter controlled studies of fluoxetine vs imipramine and placebo in out patients with major depressive disorder. J Clin Psychiatry 1985;46:53-8."
Study 62b (FDA),CFB,NR,6,40,57,HAMD,24.35,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0,http://digitalcommons.ohsu.edu/fdadrug/22/
Study 89306 (FDA),CFB,NR,6,NA,NA,MADRS,32.35,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020822a_medr_P2.pdf
Study F1J-MC-HMAQ - Study Group B,CFB,US,10,40.4,NA,HAMD,18.47,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0,http://www.lillytrials.com/results/Cymbalta.pdf
Suleman 1997,BF,Zimbabwe,6,NA,NA,HAMD,24.15,3.14,Unclear risk,Low risk,Unclear risk,Unclear risk,Unclear risk,High risk,High risk,1,0,1,1,1,0,"Suleman MI, Sebit MB, Acuda SW, Siziya S. Fluoxetine and moclobemide versus amitriptyline in major depression: a single blind randomised clinical trial in Zimbabwe. Central-African Journal of Medicine 1997;43(2):38-40"
Sun 2013,BF,China,6,42,77,HAMD,23.34,3.22,Low risk,Low risk,High risk,Unclear risk,High risk,Unclear risk,Low risk,0,0,2,1,2,1,"Sun H, Zhao H, Ma C, Bao F, Zhang J, Wang DH, Zhang YX, He W. Effects of Electroacupuncture on Depression and the Production of Glial Cell Line–Derived Neurotrophic Factor Compared with Fluoxetine: A Randomized Controlled Pilot Study. The Journal of Alternative and Complementary Medicine. 2013 Sep 1;19(9):733-9."
Thase 2018,BF,US,16,46.3,66,HAMD,19.700000000000003,3.64,Low risk,Low risk,High risk,Low risk,Low risk,High risk,Low risk,0,0,2,0,0,1,"Thase, M. E., Wright, J. H., Eells, T. D., Barrett, M. S., Wisniewski, S. R., Balasubramani, G. K., . . . Brown, G. K. (2018). Improving the efficiency of psychotherapy for depression: Computer-assisted versus standard CBT. American Journal of Psychiatry, 175(3), 242-250. doi:http://dx.doi.org/10.1176/appi.ajp.2017.17010089"
Tollefson 1993/1995,CFB,US,6,67.7,55,HAMD,22.15,3.85,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0,"Tollefson GD HS. Analysis of the Hamilton Depression Rating Scale factors from a double-blind, placebo-controlled trial of fluoxetine in geriatric major depression. International Clinical Psychopharmacology 8(4):253-9, 1993."
Tollefson 1994,CFB,US,8,37.8,69,HAMD,21.45,3.84,High risk,Unclear risk,Low risk,Unclear risk,High risk,Unclear risk,High risk,2,1,0,1,2,1,"Tollefson GD, Greist JH, Jefferson JW, Heiligenstein JH, Sayler ME, Tollefson SL, Koback K. Is baseline agitation a relative contraindication for a selective serotonin reuptake inhibitor: a comparative trial of fluoxetine versus imipramine. Journal of Clinical Psychopharmacology 1994 Dec;14(6):385-91."
Tong 2020,BF,China,8,37.7,70,HAMD,29.94,5.08,Low risk,Unclear risk,High risk,Low risk,Low risk,Unclear risk,Low risk,0,1,2,0,0,1,"Tong, P., Bu, P., Yang, Y., Dong, L., Sun, T., & Shi, Y. (2020). Group cognitive behavioural therapy can reduce stigma and improve treatment compliance in major depressive disorder patients. Early Intervention in Psychiatry, 14(2), 172-178."
Tsutsui 2000,CFB,Japan,6,38.8,NA,HAMD,24,NA,Unclear risk,Unclear risk,Low risk,Low risk,Low risk,Low risk,High risk,1,1,0,0,0,0,"Tsutsui S, Okuse T, Sasaki D et al. Clinical evaluation of paroxetine HCl, a selective serotonin reuptake inhibitor, in the treatment of depression or depressive episodes: Double-blind, parallel group study with trazodone HCl. Yakuri-To-Chiryo (Jpn Pharmacol Ther) 2000; Supplement: 161-185."
Tylee 1997,BF,UK,12,44.5,71,MADRS,28.55,5.3,Low risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,0,1,0,1,0,0,"Tylee A, Beaumont G, Bowden MW. A double-blind, randomised, 12-week comparison study of the safety and efficacy of venlafaxine and fluoxetine in moderate to severe depression in general practice. Primary Care Psychiatry 1997;3:51-58."
Tzanakaki 2000,BIN,Greece & Italy,6,48,79,HAMD,27.45,5.59,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,High risk,High risk,1,1,0,1,1,0,"Tzanakaki M, Guazzelli M, Nimatoudis I, Zissis NP, Smeraldi E, Rizzo F. Increased remission rates with venlafaxine compared with fluoxetine in hospitalized patients with major depression and melancholia. International Clinical Psychopharmacology 2000;15(1):29-34."
Umadevi 2013,BF,India,4,NA,49,HADS-D,14.6,4.25,High risk,Low risk,High risk,Unclear risk,Unclear risk,Unclear risk,Unclear risk,2,0,2,1,1,1,"Umadevi, P., Ramachandra, S. V., Philip, M., & Gangadhar, B. N. (2013). Effect of yoga therapy on anxiety and depressive symptoms and quality-of-life among caregivers of in-patients with neurological disorders at a tertiary care center in India: A randomized controlled trial. Indian journal of psychiatry, 55(Suppl 3), S385."
VEN 600A-303 (FDA),CFB,US,6,38.5,69,HAMD,24.14,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0,http://digitalcommons.ohsu.edu/fdadrug/24/
VEN 600A-313 (FDA),CFB,US,6,38.4,67,HAMD,25.51,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0,http://digitalcommons.ohsu.edu/fdadrug/24/
VEN XR 367 (FDA),CFB,Europe,8,NA,63,HAMD,26.58,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0,http://digitalcommons.ohsu.edu/fdadrug/25/
Valle-Cabrera 2018,BIN,Cuba,10,45.2,92,HAMD,23.1,2.55,Unclear risk,Low risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,0,0,1,0,0,"Valle-Cabrera, R., Mendoza-Rodriguez, Y., Robaina-Garcia, M., Ballesteros, J., Cordero-Jimenez, J. R., Espinosa-Rodriguez, N. B., . . . Lauria-Horner, B. (2018). Efficacy of sertraline in patients with major depressive disorder naive to selective serotonin reuptake inhibitors. Journal of Clinical Psychopharmacology, 38(5), 454-459. doi:http://dx.doi.org/10.1097/JCP.0000000000000950"
Van Moffaert 1995b,BIN,Belgium,6,46.2,70,HAMD,28.35,5.06,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,High risk,High risk,1,1,0,1,1,0,Van Moffaert M. Mirtazapine is more effective than trazodone: a double-blind controlled study in hospitalized patients with major depression. International Clinical Psychopharmacology 1995;10(1):3-9.
Ventura 2007,CFB,US,8,39.3,58,MADRS,29.25,4.11,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0,"Ventura, D., Armstrong, E.P., Skrepnek, G.H. & Erder, M.H. (2007) Escitalopram versus sertraline in the treatment of major depressive disorder: a randomized clinical trial. Current Medical Research and Opinion, 23, 245-250.Juan, Puerto Rico."
Versiani 1989,BIN,South America,6,42,76,HAMD,25.45,5.04,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,Unclear risk,1,1,0,1,0,0,"Versiani, M., Oggero, U., Alterwain, P., Capponi, R., Dajas, F., Heinze-Martin, G. et al. (1989). A double-blind comparative trial of moclobemide v. imipramine and placebo in major depressive episodes. British Journal of Psychiatry Supplementum, 6, 72-77."
Versiani 1999,CFB,"Brazil, Colombia, Mexico, Peru & Venezuela",8,41.3,76,HAMD,26.35,4.49,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0,"Versiani M, Ontiveros A, Mazzotti GG. Fluoxetine versus amittriptyline in the treatment of major depression with associated anxiety (anxious depression): a double-blind comparison. Int Clin Psychopharmacology 1999;14:321-327."
Versiani 2005,BF,Europe & South America,8,NA,72,MADRS,35.5,6.01,High risk,Unclear risk,Low risk,Unclear risk,Unclear risk,High risk,High risk,2,1,0,1,1,1,"Versiani M, Moreno R, Ramakers-van Moorsel CJ, Schutte AJ. Comparison of the effects of mirtazapine and fluoxetine in severely depressed patients. CNS Drugs 2005;19(2):137-46."
WELL AK1A4006,CFB,US,8,37.9,NA,HAMD,25.25,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0,http://digitalcommons.ohsu.edu/fdadrug/21/
Wade 2002,BF,"Canada, Estonia, France, Netherlands & UK",8,40.5,76,MADRS,28.95,3.96,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0,"Wade A, Lemming O, Hedegaard KB. Escitalopram 10 mg/day is effective and well tolerated in a placebo-controlled study in depression in primary care. International Clinical Psychopharmacology 2002;17(3):95-102."
Wade 2007,BF,"Belgium, Canada, the Czech Republic, France, Germany, Italy, Spain, Sweden & UK",24,43.9,72,MADRS,32.3,4.35,Low risk,Low risk,Low risk,Unclear risk,Low risk,High risk,High risk,0,0,0,1,0,0,"Wade, A., Gembert, K., & Florea, I. (2007). A comparative study of the efficacy of acute and continuation treatment with escitalopram versus duloxetine in patients with major depressive disorder. Current Medical Research & Opinion, 23, 1605-1614."
Wang 2013,BF,Hong Kong,24,47.6,0.55,MADRS,23.75,6.95,Low risk,Unclear risk,High risk,Unclear risk,Unclear risk,Unclear risk,High risk,0,1,2,1,1,1,"Wang WD, Lu XY, Ng SM, Hong L, Zhao Y, Lin YN, Wang F. Effects of electro-acupuncture on personality traits in depression: a randomized controlled study. Chinese journal of integrative medicine. 2013 Oct 1;19(10):777-82."
Wang 2014a,BF,China,6,NA,72,HAMD,22.12,4.38,Unclear risk,Low risk,High risk,Low risk,Low risk,Unclear risk,High risk,1,0,2,0,0,1,"Wang T, Wang L, Tao W, Chen L. Acupuncture combined with an antidepressant for patients with depression in hospital: a pragmatic randomised controlled trial. Acupuncture in Medicine. 2014 Apr 29:acupmed-2013."
Wang 2014c,BF,"Canada, China, Finland, South Korea, Malaysia, Mexico, The Philippines, South Africa, & Spain",8,40,71,MADRS,31.8,5.5,Low risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,0,1,0,1,0,0,"Wang G, McIntyre A, Earley WR, Raines SR, Eriksson H. A randomized, double-blind study of the efficacy and tolerability of extended-release quetiapine fumarate (quetiapine XR) monotherapy in patients with major depressive disorder. Neuropsychiatr Dis Treat. 2014 Jan 30;10:201-16."
Ward 2000/King 2000,BF,UK,16,37.4,77,BDI,26.48,8.64,Low risk,Low risk,High risk,Unclear risk,Low risk,Unclear risk,Low risk,0,0,2,1,0,1,"Ward E, King M, Lloyd M, Bower P, Sibbald B, Farrelly S, Gabbay M, Tarrier N, Addington-Hall J. Randomised controlled trial of non-directive counselling, cognitive-behaviour therapy, and usual general practitioner care for patients with depression. I: clinical effectiveness. BMJ 2-12-2000;321(7273):1383-1388."
Wernicke 1987,CFB,US,6,39.8,57,NR,NA,NA,Low risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,0,1,0,1,0,0,"Wernicke JF, Dunlop SR, Dornseif BE, Zerbe RL. Fixed-dose fluoxetine therapy for depression. Psychopharmacology Bulletin 1987;23(1):164-168."
Wernicke 1988,CFB,US,6,NA,NA,HAMD,25.41,4.36,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0,"Wernicke JF, Dunlop SR, Dornseif BE, Bosomworth JC, Humbert M. Low-dose fluoxetine therapy for depression. Psychopharmacology Bulletin 1988;24(1):183-188."
Wheatley 1998,BF,"UK, Belgium, & Netherlands",6,47.4,57,HAMD,26.05,4.33,Unclear risk,Low risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,0,0,1,0,0,"Wheatley DP, Van Moffaert M, Timmerman L, Kremer CME. Mirtazapine: Efficacy and tolerability in comparison with fluoxetine in patients with moderate to severe major depressive disorder. Journal of Clinical Psychiatry 1998;59(6):306-312."
White 1984,CFB,US,4,37.1,48,HAMD,26.15,6.83,Low risk,Unclear risk,Low risk,Unclear risk,Unclear risk,High risk,Unclear risk,0,1,0,1,1,0,"White, K., Razani, J., Cadow, B., Gelfand, R., Palmer, R., Simpson, G. et al. (1984). Tranylcypromine vs nortriptyline vs placebo in depressed outpatients: a controlled trial. Psychopharmacology, 82, 258-262."
Whitmyer 2007,CFB,US,6,43,64,HAMD,21.5,3.64,Unclear risk,Unclear risk,Low risk,High risk,Low risk,Low risk,High risk,1,1,0,2,0,1,"Whitmyer, V. G., Dunner, D. L., Kornstein, S. G., Meyers, A. L., Mallinckrodt, C. H., Wohlreich, M. M., Gonzales, J.S., Greist, J. H. (2007) A comparison of initial duloxetine dosing strategies in patients with major depressive disorder. Journal of Clinical Psychiatry, 68, 1921-1930."
Wilson 1982,BF,Australia,8,NA,NA,BDI,25.2,5.47,Unclear risk,Unclear risk,High risk,Unclear risk,Unclear risk,High risk,Unclear risk,1,1,2,1,1,1,"Wilson P (1982). Combined pharmacological and behavioural treatment of depression. Behavior Research and Therapy 20, 173–184."
Wright 2005,CFB,US,8,40.2,76,HAMD,17.87,5.42,High risk,Unclear risk,High risk,Unclear risk,Low risk,Unclear risk,Low risk,2,1,2,1,0,1,"Wright JH, Wright AS, Albano AM, Basco MR, Goldsmith LJ, Raffield T, Otto MW. Computer-assisted cognitive therapy for depression: maintaining efficacy while reducing therapist time. American Journal of Psychiatry. 2005 Jun 1;162(6):1158-64."
Xiaoling 2018,BF,China,6,36,55,HAMD,21.379999999999995,3.57,Low risk,Unclear risk,Unclear risk,Unclear risk,Unclear risk,High risk,Unclear risk,0,1,1,1,1,0,"Xiaoling, Z., Yunping, H., & Yingdong, L. (2018). Analysis of curative effect of fluoxetine and escitalopram in the depression treatment based on clinical observation. Pak J Pharm Sci, 1115-1118."
Yevtushenko 2007,CFB,Russia,6,35.2,59,MADRS,35.24,3.71,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,High risk,High risk,1,1,0,1,1,0,"Yevtunshenko, V.Y., Belous, A.I., Yevtushenko, Y.G., Gusinin, S.E., Buzik, O.J. & Agibalova, T.V. (2007) Efficacy and tolerability of escitalopram versus citalopram in major depressive disorder: a 6-week, multicentre, prospective, randomized, double-blind, active-controlled study in adult outpatients. Clinical Therapeutics, 29, 2319-2332"
Zhang 2007a,BF,China,6,36.8,50,HAMD,28.82,5.9,Unclear risk,Unclear risk,High risk,Unclear risk,Unclear risk,High risk,Unclear risk,1,1,2,1,1,1,"Zhang GJ, Shi ZY, Liu S, Gong SH, Liu JQ. Clinical observation of treatment of depression by electro-acupuncture combined with paroxetine: clinical observations. Chinese Journal of Integrative Medicine 2007; 13(3):228–30."
Zhang 2014,CFB,China,6,38.9,61,HAMD,21.75,3.11,Low risk,Low risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,0,0,0,1,0,0,"Zhang L, Xie WW, Li LH,. Efficacy and safety of prolonged-release trazodone in major depressive disorder. Pharmacology. 2014;94(5-6):199-206."
Zhang 2019,BF,China,8,35.3,54,HAMD,23.25,1.95,Unclear risk,Unclear risk,Unclear risk,Unclear risk,Unclear risk,High risk,Low risk,1,1,1,1,1,0,"Zhang, L., Long, M., & Xu, L. (2019). Comparative studies on the therapeutic and adverse effects of mirtazapine and fluoxetine in the treatment of adult depression. Tropical Journal of Pharmaceutical Research, 18(1), 135-139. doi:http://dx.doi.org/10.4314/tjpr.v18i1.20"
Zhao 2006,CFB,China,6,37.3,53,HAMD,29.31,7.19,Unclear risk,Unclear risk,High risk,High risk,Low risk,High risk,High risk,1,1,2,2,0,1,"Zhao J, Ang Q, Wang J, Sun X, Wei J, Li M, Liu P. A comparative efficacy of fluoxetine and trazodone in depression with remarkable retardation and loss of energy: a randomised openlabel trial. Internal Medicine Journal - Tokyo 2006;13(1):25-30"
Zhao 2019a,BF,China,6,41.5,65,HAMD,24.87,5.06,Unclear risk,Low risk,High risk,Unclear risk,Low risk,High risk,Low risk,1,0,2,1,0,1,"Zhao, B., Li, Z., Wang, Y., Ma, X., Wang, X., Liu, J., . . . Fei, Y. (2019). Manual or electroacupuncture as an add-on therapy to SSRIs for depression: A randomized controlled trial. Journal of Psychiatric Research, 114, 24-33. doi:http://dx.doi.org/10.1016/j.jpsychires.2019.04.005"
Zivkov 1995,BF,Former Yugoslavia,6,46.9,78,HAMD,27.8,4.84,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0,Zivkov M. Org 3770 versus amitriptyline: A 6-week randomized double-blind multicentre trial in hospitalized depressed patients. Human Psychopharmacology 1995;10(3):173-180.
Zu 2014,CFB,China,24,38.5,51,QIDS,14.72,4.72,High risk,Unclear risk,High risk,Unclear risk,High risk,Unclear risk,Low risk,2,1,2,1,2,1,"Zu, S., et al. (2014) A comparison of cognitive-behavioral therapy, antidepressants, their combination and standard treatment for Chinese patients with moderate-severe major depressive disorders. Journal of Affective Disorders 152-154, 262-267 DOI: 10.1016/j.jad.2013.09.022"
